node_id,node_type,name,description,start_date,end_date,metadata
p98,Person,George H. Cameron,"George H. Cameron, pictured here as a major general, in October 1918.","(1861-01-08)January 8, 1861Ottawa, Illinois, United States","January 28, 1944(1944-01-28)(aged 83)Staunton, Virginia, United States","{""Buried"": ""Arlington National Cemetery,Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1883–1924"", ""Rank"": ""Major General"", ""Unit"": ""Cavalry Branch"", ""Commands"": ""Big Bend District, TexasUnited States Army War CollegeManeuver Center,Fort Benjamin Harrison5th Cavalry Regiment3rd Cavalry Brigade25th Cavalry Regiment78th Brigade80th Brigade4th DivisionV CorpsCamp Gordon, GeorgiaUnited States Army Cavalry School"", ""Battles / wars"": ""American Indian WarsSpanish–American WarPhilippine–American WarWorld War I"", ""Awards"": ""BritishOrder of the BathFrenchCroix de GuerreFrenchLegion of Honor"", ""Relations"": ""Nina Dean Tilford (1864–1960) (wife)Douglass Tilford Cameron (1894–1918) (son)Nina (1896–1965) (daughter)Margaret (1898–1984) (daughter)""}"
p99,Person,Ernest Joseph Blondlat,General Blondlat in 1918,"(1862-12-02)December 2, 1862Charleville-Mézières,Ardennes,France","August 22, 1938(1938-08-22)(aged 75)Menet,Cantal,France","{""Allegiance"": ""France"", ""Branch"": ""French Army"", ""Years of service"": ""1881 – 1924"", ""Rank"": ""Général de Division"", ""Commands"": ""2nd Colonial Army CorpsMoroccan Division"", ""Battles / wars"": ""Sino-French WarFirst Franco-Dahomean WarSecond Franco-Dahomean WarWorld War IWestern FrontFirst Battle of the MarneBattle of the Marshes of Saint-Gond[fr]Second Battle of the AisneBattle of the SommeBattle of Saint-Mihiel"", ""Alma mater"": ""École spéciale militaire de Saint-Cyr""}"
p100,Person,Paul Maistre,,"20 June 1858Joinville, Haute-Marne","July 25, 1922(1922-07-25)(aged 64)Paris",{}
p101,Person,Henri Gouraud,"Autochromeportrait byAuguste Léon, 1919","Henri Joseph Eugène Gouraud(1867-11-17)17 November 1867Paris,Second French Empire","16 September 1946(1946-09-16)(aged 78)Paris,Provisional Government of the French Republic","{""Preceded by"": ""Pierre Berdoulat"", ""Succeeded by"": ""Robert de Caix(acting)"", ""Allegiance"": ""France"", ""Branch/service"": ""French Army"", ""Years of service"": ""1890–1937"", ""Rank"": ""Général d'Armée"", ""Commands"": ""10th Infantry DivisionFourth Army""}"
p102,Person,Henri Berthelot,Berthelot in 1920,"7 December 1861(1861-12-07)Feurs,Loire, France","29 January 1931(1931-01-29)(aged 69)Paris,Seine, France","{""Allegiance"": ""FranceRomania"", ""Years of service"": ""1883–1926"", ""Rank"": ""Général de Division holding higher command"", ""Commands"": ""French Military Mission in RomaniaFifth Army (France)"", ""Battles / wars"": ""World War IHungarian–Romanian War"", ""Awards"": ""SeeAwards and honors""}"
p103,Person,Robert Bullard,,"Robert Doyle Bullard(1946-12-21)December 21, 1946(age 78)Elba, Alabama, U.S.",,"{""Education"": ""Alabama A&M University(BA)Clark Atlanta University(MA)Iowa State University(PhD)"", ""Spouse"": ""Linda McKeever"", ""Fields"": ""Sociology"", ""Institutions"": ""Texas Southern UniversityClark Atlanta UniversityUniversity of California, Riverside"", ""Thesis"": ""Voluntary Participation: Implications for Social Change and Conflict in a Community Decision Organization(1976)"", ""Doctoral advisor"": ""Robert Richards"", ""Website"": ""Official website""}"
p104,Person,Masaharu Homma,本間 雅晴,"(1887-11-27)November 27, 1887Sado,Niigata Prefecture,Empire of Japan","April 3, 1946(1946-04-03)(aged 58)Los Baños, Laguna,Commonwealth of the Philippines","{""Preceded by"": ""Newly established"", ""Succeeded by"": ""Jorge B. Vargas"", ""Cause of death"": ""Execution by firing squad"", ""Nickname"": ""\""The Poet General\""[1]"", ""Allegiance"": ""Empire of Japan"", ""Branch/service"": ""Imperial Japanese Army"", ""Years of service"": ""1907–1943"", ""Rank"": ""Lieutenant General"", ""Commands"": ""27th Infantry DivisionTaiwan Army of Japan14th Army""}"
p105,Person,Hideyoshi Obata,Japanese General Hideyoshi Obata,"(1890-04-02)2 April 1890Osaka, Japan",11 August 1944(1944-08-11)(aged 54)Guam,"{""Native name"": ""小畑 英良"", ""Allegiance"": ""Empire of Japan"", ""Branch"": ""Imperial Japanese Army"", ""Years of service"": ""1911–1944"", ""Rank"": ""General(posthumous)"", ""Commands"": ""5th Air Division3rd Air ArmyThirty-First Army"", ""Battles / wars"": ""World War IWorld War IIBattle of Guam""}"
p106,Person,Ibō Takahashi,Vice Admiral Takahashi Ibō as commander of the3rd Fleet(November 1941),"(1888-04-20)April 20, 1888Fukushima Prefecture, Japan","March 18, 1947(1947-03-18)(aged 58)[1]","{""Native name"": ""高橋 伊望"", ""Allegiance"": ""Empire of Japan"", ""Branch"": ""Imperial Japanese Navy"", ""Years of service"": ""1908–1944"", ""Rank"": ""Vice Admiral"", ""Commands"": ""Tenryū,Atago,Kirishima, Weapons and Mobilization Bureau,Mako Guard District,3rd Fleet,2nd Southern Expeditionary Fleet,Southwest Area Fleet,Kure Naval District"", ""Battles / wars"": ""World War IIPacific War""}"
p107,Person,Nishizō Tsukahara,Vice Admiral Tsukahara Nishizō (1939-45),"April 3, 1887Fukui Prefecture,Japan","January 10, 1966(1966-01-10)(aged 78)Tokyo,Japan","{""Allegiance"": ""Empire of Japan"", ""Branch"": ""Imperial Japanese Navy"", ""Years of service"": ""1908–1945"", ""Rank"": ""Admiral"", ""Commands"": ""Ōi,Akagi,2nd Carrier Division, 2nd Combined Air Group, 1st Combined Air Group,Chinkai Guard District,11th Air Fleet,Naval Aviation Bureau,Senior Vice-chief of Navy General Staff, Naval Councillor,Yokosuka Naval District"", ""Battles / wars"": ""World War IIPacific WarMalayan campaignBattle of the Philippines (1941-42)New Guinea campaignBattle of Makassar StraitGuadalcanal campaignSolomon Islands campaign"", ""Awards"": ""Grand Cordon of theOrder of the Sacred TreasureOrder of the Golden Kite, Second ClassOrder of the Rising Sun, Second Class""}"
p108,Person,Jonathan Wainwright,,,,{}
p109,Person,Edward P. King,General Edward King,"(1884-07-04)July 4, 1884Atlanta, Georgia","August 31, 1958(1958-08-31)(aged 74)Brunswick, Georgia","{""Place of burial"": ""Cemetery of St. John in the Wilderness Episcopal ChurchFlat Rock, NC"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Army"", ""Years of service"": ""1908–1946"", ""Rank"": ""Major General"", ""Service number"": ""0-2442"", ""Commands"": ""Commanding General, Northern Luzon"", ""Battles / wars"": ""World War IWorld War II"", ""Awards"": ""Distinguished Service Medal(2)""}"
p110,Person,Vicente Lim,Lim in 1914,"Vicente Lim y Podico(1888-02-24)February 24, 1888Calamba,La Laguna,Captaincy General of the Philippines","December 31, 1944(1944-12-31)(aged 56)Manila Chinese CemeteryCity of Greater Manila,Philippines","{""President"": ""Manuel L. Quezon"", ""Preceded by"": ""Basilio Valdes"", ""Succeeded by"": ""Simeon de Jesus"", ""Cause of death"": ""Execution bybeheading"", ""Resting place"": ""Manila Chinese Cemetery,Manila,Philippines"", ""Spouse"": ""Pilar Lardizabal Hidalgo​​(m.1917)​"", ""Children"": ""Luis (son)Roberto(son)Vicente Jr. (son)Patricio (son)Eulalia (daughter)Maria (daughter)"", ""Alma mater"": ""Philippine Normal SchoolUnited States Military Academy (Class of 1914)"", ""Rank"": ""Lieutenant Colonel, US Army(retired in 1936)Brigadier General, Philippine Army(1936–1944)"", ""Allegiance"": ""PhilippinesUnited States"", ""Branch of Service"": ""United States ArmyPhilippine Army"", ""Years of service"": ""1910 – 1944"", ""Unit"": ""45th Infantry RegimentPhilippine Scouts41st Division,PA(USAFFE)"", ""Commands"": ""Vice Chief of Staff,Philippine ArmyChief, War Plans Division,Philippine ArmyDeputy Chief of Staff,Philippine ArmyCommanding General,41st Division, Philippine Army,II Corps (USAFFE)"", ""Battles/Wars"": ""World War IWorld War IIBattle of Bataan"", ""Awards"": ""Legion of MeritPurple HeartDistinguished Conduct StarDistinguished Service StarDistinguished Long Service StarPosthumous honorary rank of Lieutenant General"", ""Signature"": """"}"
p111,Person,Mateo Capinpin,,"(1887-04-22)April 22, 1887Morong,Morong,Captaincy General of the Philippines","December 28, 1958(1958-12-28)(aged 71)Biñan, Laguna, Philippines","{""Nickname(s)"": ""Mattie"", ""Buried"": ""Municipal Cemetery, Biñan"", ""Allegiance"": ""PhilippinesUnited States of America"", ""Branch"": ""United States Army"", ""Years of service"": ""1906–1948"", ""Rank"": ""Major General"", ""Unit"": ""21st Infantry Division(PA)Philippine Scouts"", ""Commands"": ""21st Division (Philippines)45th Infantry Regiment (PS)"", ""Battles / wars"": ""Battle of Bataan"", ""Awards"": ""Distinguished Conduct Star[1]"", ""Memorials"": ""Camp Mateo Capinpin""}"
p112,Person,William Leggatt,,"William Watt Leggatt(1894-12-23)23 December 1894Malekula,New Hebrides","27 November 1968(1968-11-27)(aged 73)Heidelberg, Victoria, Australia","{""Preceded by"": ""Alfred Kirton"", ""Succeeded by"": ""Roberts Dunstan"", ""Resting place"": ""Springvale Botanical Cemetery"", ""Nationality"": ""Australian"", ""Political party"": ""Liberal and Country Party"", ""Spouse"": ""Dorothy Meares Andrews​​(m.1926)​"", ""Alma mater"": ""University of Melbourne"", ""Profession"": ""Barrister and solicitor"", ""Allegiance"": ""Australia"", ""Branch/service"": ""Australian Imperial ForceCitizens Military Force"", ""Years of service"": ""1915–19191934–1946"", ""Rank"": ""Lieutenant Colonel"", ""Commands"": ""Sparrow Force2/40th Battalion"", ""Awards"": ""Knight BachelorDistinguished Service OrderMilitary CrossMentioned in Despatches(2)""}"
p113,Person,William Veale,"Brigadier Veale in Lae, New Guinea, 1945","(1895-05-16)16 May 1895Bendigo, Victoria","17 August 1971(1971-08-17)(aged 76)North Adelaide, South Australia","{""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1916–1946"", ""Rank"": ""Brigadier"", ""Commands"": ""Moresby Base Sub-Area (1944)Engineer Training Centre (1942–44)Sparrow Force(1942)Royal Engineers,7th Military District(1941)2/3rd Pioneer Battalion(1940–41)10th Battalion(1936–40)10th/50th Battalion(1936)"", ""Battles / wars"": ""First World WarWestern FrontBattle of BroodseindeBattle of Mont Saint-QuentinSecond World WarBattle of TimorNew Guinea campaign"", ""Awards"": ""Commander of the Order of the British EmpireMilitary CrossDistinguished Conduct MedalEfficiency DecorationMentioned in Despatches"", ""Other work"": ""Engineer and surveyor,City of Adelaide""}"
p114,Person,Alexander Spence,,,,{}
p115,Person,Bernard Callinan,"Callinan as a lieutenant colonel in command of the 26th Battalion, Bougainville, 1945","(1913-02-02)2 February 1913Melbourne,Victoria","20 July 1995(1995-07-20)(aged 82)Melbourne, Victoria","{""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1940–19461948–1951"", ""Rank"": ""Lieutenant Colonel"", ""Commands"": ""2/2nd Independent Company26th Infantry Battalion58/32nd Infantry Battalion"", ""Battles / wars"": ""Second World WarBattle of TimorNew Guinea campaignBougainville campaign"", ""Awards"": ""Distinguished Service OrderMilitary CrossMentioned in Despatches"", ""Other work"": ""President,Melbourne Cricket ClubPresident,Institute of EngineersChairman,GHD""}"
p116,Person,Dom Aleixo,Aleixo Corte-Real in 1940,"Aleixo Corte-Real1886Soro,Ainaro,Portuguese Timor","5 May 1943(1943-05-05)(aged 56–57)Hato-Udo, Ainaro,Timor","{""Other names"": ""Dom Aleixo""}"
p117,Person,Manuel Pires,,,,{}
p118,Person,POW,,,,{}
p119,Person,Frank J. Fletcher,Fletcher in 1942,"(1885-04-29)April 29, 1885Marshalltown, Iowa, US","April 25, 1973(1973-04-25)(aged 87)Bethesda, Maryland, US","{""Nickname(s)"": ""Black Jack"", ""Place of burial"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Navy"", ""Years of service"": ""1906–1947"", ""Rank"": ""Admiral"", ""Commands"": ""DaleChaunceyMargaretBenhamGridleyWhippleSacramentoRainbowSubmarine Base, CaviteNew MexicoCruiser Division THREECruiser Division SIXCruisers, Scouting ForceCruiser Division FOURCruisers, Pacific FleetTask Force 17(Battles ofCoral SeaandMidway)Task Force 61Task Force 11(Battle of the Eastern Solomons)Thirteenth Naval DistrictNorthwest Sea FrontierAlaskan Sea Frontier/Task Force 91North Pacific ForceNorth Pacific Ocean AreaTask Force 90"", ""Battles / wars"": ""Philippine–American WarBanana WarsOccupation of VeracruzWorld War IBattle of the AtlanticWorld War IIBattle of the Coral SeaBattle of MidwayGuadalcanal campaignBattle of Tulagi and Gavutu-TanambogoBattle of the Eastern SolomonsJapan campaignOccupation of Japan"", ""Awards"": ""Medal of HonorNavy CrossNavy Distinguished Service MedalArmy Distinguished Service MedalPurple Heart"", ""Relations"": ""AdmiralFrank Friday Fletcher(uncle)""}"
p120,Person,Aubrey Fitch,"VADM Aubrey W. Fitch, USN (March 18, 1946)","(1883-06-11)June 11, 1883Saint Ignace, Michigan, U.S.","May 22, 1978(1978-05-22)(aged 94)Newcastle, Maine, U.S.","{""Buried"": ""Maine"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1906–1947"", ""Rank"": ""Admiral"", ""Commands"": ""USSTerryUSSYanktonUSSLuceUSSMahanUSSArcticUSSWrightUSSLangleyNAS Hampton RoadsUSSLexingtonNAS PensacolaPatrol Wing 2Carrier Division 1Aircraft, South Pacific Force"", ""Battles / wars"": ""World War IWorld War IIBattle of the Coral SeaBattle of Santa Cruz IslandsNaval Battle of Guadalcanal"", ""Awards"": ""Navy Distinguished Service MedalDistinguished Flying CrossLegion of Merit"", ""Other work"": ""United States Naval Academy, Superintendent""}"
p121,Person,Thomas C. Kinkaid,Admiral Thomas C. Kinkaid,"(1888-04-03)3 April 1888Hanover, New Hampshire","17 November 1972(1972-11-17)(aged 84)Bethesda, Maryland","{""Birth name"": ""Thomas Cassin Kinkaid"", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1908–1950"", ""Rank"": ""Admiral"", ""Commands"": ""Eastern Sea FrontierSixteenth FleetSeventh FleetUSSIndianapolisUSSIsherwood"", ""Battles / wars"": ""World War IBanana WarsDominican interventionGreco-Turkish WarWorld War IIBattle of the Coral SeaBattle of MidwayGuadalcanal campaignBattle of the Eastern SolomonsBattle of the Santa Cruz IslandsAleutian Islands campaignOperation CartwheelAdmiralty Islands campaignWestern New Guinea campaignPhilippines campaignBattle of Leyte GulfOperation Blacklist FortyChinese Civil WarOperation Beleaguer"", ""Awards"": ""Navy Distinguished Service Medal(3)Army Distinguished Service MedalLegion of MeritPhilippine Liberation MedalCompanion of the Order of the Bath(Australia)Grand Officer of theOrder of Orange-Nassau(Netherlands)Grand Cordon of the Order of Precious Tripod(China)Grand Officer of theOrder of Leopold(Belgium)Croix de Guerrewith Palm (Belgium)"", ""Relations"": ""Husband E. Kimmel(brother in law)Manning Kimmel(nephew)CommodoreJohn Cassinand his son CaptainStephen Cassin, distant relatives"", ""Other work"": ""National Security Training CommissionAmerican Battle Monuments Commission"", ""Signature"": """"}"
p122,Person,George Brett,Brett in 2017,,,"{""Batting average"": "".305"", ""Hits"": ""3,154"", ""Home runs"": ""317"", ""Runs batted in"": ""1,596"", ""Induction"": ""1999"", ""Vote"": ""98.2% (first ballot)""}"
p123,Person,John Crace,,,,{}
p124,Person,Thomas Blamey,Blamey in 1942,"(1884-01-24)24 January 1884Wagga Wagga,Colony of New South Wales","27 May 1951(1951-05-27)(aged 67)Heidelberg, Victoria, Australia","{""Buried"": ""Fawkner Memorial Park, Victoria"", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1906–1950"", ""Rank"": ""Field marshal"", ""Service number"": ""VX1 (2nd AIF)"", ""Commands"": ""Allied Land Forces,South West Pacific Area(1942–1945)Australian Military Forces(1942–1945)I Corps(1940–1941)6th Division(1939–1940)3rd Division(1931–1937)10th Brigade(1926–1931)"", ""Battles / wars"": ""First World WarGallipoli campaignBattle of the SommeBattle of PozièresBattle of HamelHundred Days OffensiveBattle of AmiensBattle of St Quentin CanalSecond World WarBattle of GreeceBattle of CreteSyria–Lebanon campaignNew Guinea CampaignKokoda Track campaignBattle of Milne BayFinisterre Range campaignOperation CartwheelSalamaua–Lae campaignBougainville campaignNew Britain campaignBorneo campaignOccupation of Japan"", ""Awards"": ""Knight Grand Cross of the Order of the British EmpireKnight Commander of the Order of the BathKnight BachelorCompanion of the Order of St Michael and St GeorgeDistinguished Service OrderMentioned in Despatches(8)Efficiency Decoration(seefull list)"", ""Monarchs"": ""George VEdward VIII"", ""Governor"": ""The Earl of StradbrokeThe Lord SomersThe Lord Huntingfield"", ""Preceded by"": ""Alexander Nicholson"", ""Succeeded by"": ""Alexander Duncan""}"
p125,Person,George Kenney,General George C. Kenney,"(1889-08-06)6 August 1889Yarmouth, Nova Scotia, Canada","9 August 1977(1977-08-09)(aged 88)Bay Harbor Islands, Florida, U.S.","{""Birth name"": ""George Churchill Kenney"", ""Place of burial"": ""Caballero Rivero Woodlawn Park North Cemetery and Mausoleum,Miami, Florida, U.S."", ""Allegiance"": ""United States of America"", ""Branch"": ""United States ArmyArmy Air ServiceArmy Air CorpsArmy Air ForcesUnited States Air Force"", ""Years of service"": ""1917–1947 (Army)1947–1951 (Air Force)"", ""Rank"": ""General"", ""Service number"": ""0–8940"", ""Commands"": ""Air UniversityStrategic Air CommandFar East Air ForcesFifth Air Force"", ""Battles / wars"": ""World War IBattle of Saint-MihielMeuse–Argonne offensiveOccupation of the RhinelandWorld War IINew Guinea campaignPhilippines campaign (1944–45)Borneo campaign (1945)Air raids on JapanOccupation of Japan"", ""Awards"": ""Distinguished Service Cross(2)Distinguished Service Medal(3)Silver StarLegion of MeritDistinguished Flying CrossPurple HeartKnight Commander of the Order of the British Empire(Australia)""}"
p126,Person,Robert Eichelberger,"Eichelberger as Lieutenant General, 1943","(1886-03-09)9 March 1886Urbana, Ohio, U.S.","26 September 1961(1961-09-26)(aged 75)Asheville, North Carolina, U.S.","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1909–1948"", ""Rank"": ""General"", ""Service number"": ""0–2624"", ""Commands"": ""Eighth ArmyI Corps77th Infantry Division30th Infantry"", ""Battles / wars"": ""Border WarWorld War IRussian Civil WarSiberian InterventionWorld War IINew Guinea campaignBattle of Buna–GonaBattle of HollandiaBattle of AitapeBattle of BiakPhilippines campaignBattle of LeyteBattle of LuzonBattle of VisayasInvasion of PalawanBattle of MindanaoOccupation of Japan"", ""Awards"": ""Distinguished Service Cross(2)Army Distinguished Service Medal(4)Navy Distinguished Service MedalSilver Star(3)Legion of MeritBronze Star MedalAir MedalImperial Order of Meiji(Japan)Order of the Sacred Treasure(Japan)Order of the Rising Sun(Japan)Knight Commander of the Order of the British Empire(Australia)Grand Officer of the Legion of Honor(France)Grand Officer Order of Crown(Belgium)Croix de Guerre(Belgium)Grand Officer Order Orange-Nassau(Netherlands)Order of Abdon Calderón (Ecuador)Distinguished Service Star(Philippines)Liberation Medal(Philippines)Legion of Honor(Philippines)Military Order of Italy""}"
p127,Person,Arthur Carpender,Vice Admiral Arthur S. Carpender,"(1884-10-24)24 October 1884New Brunswick, New Jersey, U.S.","10 January 1960(1960-01-10)(aged 75)Washington, D.C., U.S.","{""Nickname(s)"": ""Chips"", ""Place of burial"": ""Arlington National Cemetery"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1908–1946"", ""Rank"": ""Admiral"", ""Service number"": ""0-6600"", ""Commands"": ""Ninth Naval DistrictSeventh FleetDestroyers,Atlantic FleetDestroyer Squadron 31Destroyer Squadron 32USSNorthamptonUSSMacdonoughSubmarine Division 14USSMaddoxUSSRadfordUSSFanning"", ""Battles / wars"": ""Mexican RevolutionUnited States occupation of VeracruzWorld War IAction of 17 November 1917World War IIBattle of the AtlanticNew Guinea Campaign"", ""Awards"": ""Army Distinguished Service MedalNavy Distinguished Service MedalLegion of Merit(2)Distinguished Service Order(United Kingdom)Commander of the Order of the British Empire(Australia)Grand Officer of theOrder of Orange-Nassau(Netherlands)""}"
p128,Person,George Wootten,Major General George Wootten in January 1945,"(1893-05-01)1 May 1893Marrickville, New South Wales","31 March 1970(1970-03-31)(aged 76)Concord, New South Wales","{""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1911–19231937–1950"", ""Rank"": ""Major General"", ""Service number"": ""NX7"", ""Commands"": ""3rd Division(1947–50)9th Division(1943–45)18th Infantry Brigade(1941–43)16th Infantry Brigade(1940)2/2nd Infantry Battalion(1939–40)21st Light Horse Regiment (1937–39)"", ""Battles / wars"": ""First World WarGallipoli campaignLanding at Anzac CoveBattle of Lone PineSecond World WarNorth African CampaignSiege of GiarabubSiege of TobrukNew Guinea campaignBattle of Milne BayBattle of Buna–GonaHuon Peninsula campaignOperation CartwheelSalamaua–Lae campaignBorneo campaignOperation Oboe Six"", ""Awards"": ""Knight Commander of the Order of the British EmpireCompanion of the Order of the BathDistinguished Service Order&BarEfficiency DecorationMentioned in Despatches(4)Distinguished Service Cross(United States)""}"
p129,Person,Victor Windeyer,"Brigadier Victor Windeyer in New Guinea, January 1944","(1900-07-28)28 July 1900Hunters Hill, New South Wales","23 November 1987(1987-11-23)(aged 87)Sydney, New South Wales","{""Nominated by"": ""SirRobert Menzies"", ""Preceded by"": ""Sir Dudley Williams"", ""Succeeded by"": ""Sir Ninian Stephen"", ""Relatives"": ""Richard Windeyer(great-grandfather)William Charles Windeyer(grandfather)Richard Windeyer(uncle)[a]"", ""Alma mater"": ""University of Sydney"", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1918–1953"", ""Rank"": ""Major General"", ""Service number"": ""NX396"", ""Commands"": ""2nd Division(1950–1952)20th Brigade(1942–1946)2/48th Battalion(1940–1942)Sydney University Regiment(1937–1940)"", ""Battles / wars"": ""Second World WarNorth African campaignSiege of TobrukSouth West Pacific theatreNew Guinea CampaignBorneo Campaign"", ""Awards"": ""Knight Commander of the Order of the British Empire[1]Companion of the Order of the BathDistinguished Service Order&Bar[2]Efficiency DecorationMentioned in Despatches(3)""}"
p130,Person,Bernard Evans,,,,{}
p131,Person,David Whitehead,,,,{}
p132,Person,Selwyn Porter,"Selwyn Porter (left in service cap) and other 24th Brigade officers at Beaufort, Borneo in August 1945","(1905-02-23)23 February 1905Tintaldra, Victoria","9 October 1963(1963-10-09)(aged 58)Mentone, Victoria","{""Nickname(s)"": ""\""Promissory Bill\"""", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1924–1954"", ""Rank"": ""Major General"", ""Commands"": ""3rd Division(1950–53)6th Brigade(1948–50)24th Brigade(1943–45)Maroubra Force(1942)30th Brigade(1942)2/31st Battalion(1941–42)"", ""Battles / wars"": ""Second World WarNorth African CampaignSyria-Lebanon CampaignNew Guinea CampaignKokoda Track CampaignHuon Peninsula campaignBorneo Campaign"", ""Awards"": ""Commander of the Order of the British EmpireDistinguished Service OrderLieutenant of the Royal Victorian Order[1]Efficiency DecorationMentioned in Despatches"", ""Other work"": ""Chief Commissioner,Victoria Police(1955–63)""}"
p133,Person,Cedric Edgar,,"(1901-07-09)9 July 1901Wedderburn, Victoria","2 September 1967(1967-09-02)(aged 66)Concord Repatriation General Hospital,Sydney, New South Wales","{""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1922–1946"", ""Rank"": ""Brigadier"", ""Service number"": ""NX140"", ""Commands"": ""13th Brigade(1945–46)4th Brigade(1943–45)2/2nd Battalion(1941–43)"", ""Battles / wars"": ""Second World WarNorth African CampaignBattle of BardiaBattle of GreeceNew Guinea campaignKokoda Track campaignHuon Peninsula campaignNew Britain campaign"", ""Awards"": ""Commander of the Order of the British EmpireDistinguished Service OrderEfficiency DecorationMentioned in Despatches(2)"", ""Relations"": ""Lieutenant GeneralHector Edgar(brother)""}"
p134,Person,Frank Berryman,Major General Frank Berryman in 1944,"(1894-04-11)11 April 1894Geelong, Victoria","28 May 1981(1981-05-28)(aged 87)Rose Bay, New South Wales","{""Nickname(s)"": ""\""Frank the Florist\""\""Berry the Bastard\"""", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1913–1954"", ""Rank"": ""Lieutenant General"", ""Service number"": ""VX20308"", ""Commands"": ""Eastern Command(1946–51, 1952–53)I Corps(1944)II Corps(1943–44)Deputy Chief of the General Staff(1942–44)14th Field Artillery Battery (1918)18th Field Artillery Battery (1917–18)"", ""Battles / wars"": ""First World WarBattle of PozièresSecond Battle of BullecourtBattle of PasschendaeleHundred Days OffensiveSecond World WarWestern Desert campaignSyria-Lebanon campaignNetherlands East Indies campaignBattle of Buna-GonaSalamaua–Lae campaignFinisterre Range campaignHuon Peninsula campaignPhilippines campaign (1944–45)Borneo campaign"", ""Awards"": ""Knight Commander of the Royal Victorian OrderCompanion of the Order of the BathCommander of the Order of the British EmpireDistinguished Service OrderMention in Despatches(4)Medal of Freedom(US)"", ""Other work"": ""Director General of theRoyal TourChief Executive Officer of theRoyal Agricultural Society of New South Wales""}"
p135,Person,Leslie Morshead,Leslie Morshead in 1941,"(1889-09-18)18 September 1889Ballarat,Colony of Victoria","26 September 1959(1959-09-26)(aged 70)Sydney, Australia","{""Nickname(s)"": ""'Ming the Merciless'"", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1913–1946"", ""Rank"": ""Lieutenant general"", ""Service number"": ""NX8"", ""Commands"": ""I Corps(1944–45)Second Army(1944)New Guinea Force(1944)II Corps(1943)9th Division(1941–43)18th Infantry Brigade(1939–41)5th Infantry Brigade(1937–39)15th Infantry Brigade(1934–36)14th Infantry Brigade(1933)36th Infantry Battalion(1926–31)19th Infantry Battalion(1921–25)33rd Infantry Battalion(1916–19)"", ""Battles / wars"": ""First World WarGallipoli CampaignBattle of MessinesBattle of PasschendaeleGerman spring offensiveHundred Days OffensiveSecond World WarSiege of TobrukFirst Battle of El AlameinSecond Battle of El AlameinNew Guinea campaignBorneo campaign"", ""Awards"": ""Knight Commander of the Order of the BathKnight Commander of the Order of the British EmpireCompanion of the Order of St Michael and St GeorgeDistinguished Service OrderEfficiency DecorationMentioned in Despatches(8)Légion d'honneur(France)Virtuti Militari(Poland)Medal of Freedom(United States)"", ""Other work"": ""Teacher, farmer, manager of theOrient Steam Navigation Company""}"
p136,Person,Sydney Rowell,Lieutenant General Rowell in 1948,"15 December 1894Lockleys, South Australia","12 April 1975(1975-04-12)(aged 80)South Yarra, Victoria","{""Nickname(s)"": ""Syd"", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1914–54"", ""Rank"": ""Lieutenant General"", ""Service number"": ""VX3"", ""Unit"": ""Staff Corps"", ""Commands"": ""Chief of the General Staff(1950–54)I Corps(1942)"", ""Battles / wars"": ""First World WarGallipoli CampaignSecond World WarWestern Desert CampaignBattle of GreeceSyria-Lebanon campaignKokoda Track campaignKorean War"", ""Awards"": ""Knight Commander of the Order of the British EmpireCompanion of the Order of the BathMentioned in Despatches(2)Greek War Cross(Class A)"", ""Other work"": ""Director,Smith, Elder & Co.Director and Chairman,Commonwealth Aircraft Corporation""}"
